label,n1,n2,n3,n4
Total,7810,1936,159,5715
"Medical School, 138; decrementum, 2. I,aw School, 267 ; augmentum, 56. Dental School 19 ; decrementum, 7. (2) Medical School, 351. (3) Medical School, 145, augmentum",19
